,index,prompt,class,environment,weather,amount
9715,3715,"Person_sitting in the pedestrian_zone during a drizzle, wearing a red raincoat and holding an umbrella. A person with a yellow hat and a blue backpack is also sitting nearby. The sun is setting, casting",Person_sitting,pedestrian_zone,drizzle,Multiple
9716,3716,"Person in a raincoat, hunched over under an umbrella, Person_sitting on a bench in the pedestrian_zone, rain pouring down around them. Heavy raindrops hitting the pavement, Person_s",Person_sitting,pedestrian_zone,heavy_rain,Single
9717,3717,"

Person in a pedestrian zone during heavy rain, huddled under an umbrella, raindrops cascading off their hat and coat, puddles forming around their feet. Another Person_sitting nearby, also seeking",Person_sitting,pedestrian_zone,heavy_rain,Two
9718,3718,"Three people sitting in a pedestrian zone during heavy rain. Colors: umbrellas, slicked-back hair, raincoats, puddles, wet cobblestones.",Person_sitting,pedestrian_zone,heavy_rain,Three
9719,3719,"A person, hunched under an umbrella, in the crowded pedestrian zone, during heavy rain.",Person_sitting,pedestrian_zone,heavy_rain,Multiple
9720,3720,"Person_sitting in a vibrant marketplace under a clear, sunny sky. A riot of colors surrounds the person, from the reds and oranges of spices and textiles to the greens of vegetables and the y",Person_sitting,market_area,sunny,Single
9721,3721,"Two people sitting in a vibrant market area under a clear, sunny sky.",Person_sitting,market_area,sunny,Two
9722,3722,"Three people sitting in a vibrant market area under the warm, golden sun. The sun casts long, dancing shadows on the colorful stalls, as the scent of spices and fresh fruits wafts through the air. The people are",Person_sitting,market_area,sunny,Three
9723,3723,"Person_sitting in a sunny marketplace surrounded by colorful stalls. A bustling crowd gathers around, chattering and laughing. The sun casts warm rays upon the scene, illuminating the vibrant textiles and",Person_sitting,market_area,sunny,Multiple
9724,3724,"Person_sitting in a market area with a cloudy weather, wearing a red raincoat and holding an umbrella. The market stalls are covered with colorful tarpaulins, and the ground is wet from the rain.",Person_sitting,market_area,cloudy,Single
9725,3725,Two people sitting in a cloudy market area.,Person_sitting,market_area,cloudy,Two
9726,3726,Three people sitting in a cloudy market area.,Person_sitting,market_area,cloudy,Three
9727,3727,"

A person sitting in a market area under a canopy of gray clouds, surrounded by stalls selling colorful textiles and spices. The rain gently patters on the tarp above, creating a soothing melody. The ground",Person_sitting,market_area,cloudy,Multiple
9728,3728,"Person with an umbrella, hunched over in a rainy market area.",Person_sitting,market_area,rainy,Single
9729,3729,Two people sitting in a rainy market area.,Person_sitting,market_area,rainy,Two
9730,3730,Three people sitting under umbrellas in a rainy marketplace.,Person_sitting,market_area,rainy,Three
9731,3731,"

A person in a raincoat, hunched over under an umbrella, selling fruits in a bustling marketplace. Puddles reflecting the dim market lights, glistening raindrops on vibrant produce. The",Person_sitting,market_area,rainy,Multiple
9732,3732,"Person in a marketplace during a storm, umbrella shielding them from the rain, raindrops bouncing off their red raincoat.",Person_sitting,market_area,stormy,Single
9733,3733,"Two people sitting in a market area during a storm, umbrellas shielding them from the rain. The market stalls are covered in rainwater, and the wind whips through the narrow streets, scattering papers and debris. The colors of",Person_sitting,market_area,stormy,Two
9734,3734,Three people huddled under umbrellas in a bustling marketplace during a stormy downpour.,Person_sitting,market_area,stormy,Three
9735,3735,"

A person in a raincoat, huddled under an umbrella in a bustling marketplace, surrounded by colorful stalls selling spices and textiles. Dark clouds loom overhead, rain pelting down in sheets",Person_sitting,market_area,stormy,Multiple
9736,3736,"Person_sitting in a market area with snow falling softly around them, steam rising from their breath as they huddle against the cold. A vibrant red shawl wrapped around their shoulders, the only splash of color in the otherwise",Person_sitting,market_area,snowy,Single
9737,3737,Two people sitting in a snowy market area.,Person_sitting,market_area,snowy,Two
9738,3738,Three people sitting in a snowy market area.,Person_sitting,market_area,snowy,Three
9739,3739,"Person_sitting in a snowy marketplace, surrounded by colorful stalls selling warm food and drinks.",Person_sitting,market_area,snowy,Multiple
9740,3740,Person_sitting in a market area shrouded in fog.,Person_sitting,market_area,foggy,Single
9741,3741,"Two figures, huddled in thick coats, sitting on wooden stools in a foggy marketplace.",Person_sitting,market_area,foggy,Two
9742,3742,"Three figures huddled in thick coats, their breaths visible in the foggy marketplace.",Person_sitting,market_area,foggy,Three
9743,3743,"

A person in a thick coat, huddled over a steaming cup of tea in a foggy market area. Colorful umbrellas dot the scene, their vibrant hues contrasting with the grayish-white fog",Person_sitting,market_area,foggy,Multiple
9744,3744,"Person_sitting in a bustling marketplace amidst wind gusts, umbrella shielding against the whipping rain. Colors: red, blue, yellow, green. Market stalls displaying spices, textiles,",Person_sitting,market_area,windy,Single
9745,3745,"Two people sitting in a bustling marketplace under a windy sky. Colors: oranges, yellows, browns.",Person_sitting,market_area,windy,Two
9746,3746,"Three people sitting in a bustling marketplace, amidst the whirl of colorful stalls and the clamor of voices. The wind whips through their hair, scattering the papers and fabrics around them. The sun casts long",Person_sitting,market_area,windy,Three
9747,3747,"

A bustling marketplace, teeming with vibrant colors and sounds. A person sitting on a woven mat, surrounded by piles of spices and textiles. The sun beats down relentlessly, but a sudden",Person_sitting,market_area,windy,Multiple
9748,3748,"Person_sitting in a vibrant marketplace under a clear, azure sky. A person with a woven basket on their lap, surrounded by colorful stalls selling spices, textiles, and fresh produce. The sun casts",Person_sitting,market_area,clear,Single
9749,3749,Two people sitting in a bustling market area under the clear sky.,Person_sitting,market_area,clear,Two
9750,3750,"Three people sitting in a bustling market area. Clear weather. Colors: vibrant, warm.",Person_sitting,market_area,clear,Three
9751,3751,"

A person sitting in a vibrant marketplace under the clear, azure sky. Surrounded by colorful stalls selling spices, textiles, and trinkets. A bustling crowd moves around them, creating a l",Person_sitting,market_area,clear,Multiple
9752,3752,Person with an umbrella in a crowded marketplace during a drizzle.,Person_sitting,market_area,drizzle,Single
9753,3753,"Two people sitting in a market area during drizzle. Colors: umbrellas, raincoats, slick cobblestones, wet leaves, gray sky.",Person_sitting,market_area,drizzle,Two
9754,3754,Three people sitting under umbrellas in a market area during a drizzle.,Person_sitting,market_area,drizzle,Three
9755,3755,"Person with an umbrella, sitting in a market area during a drizzle. A red person, sitting on a blue mat in a market area during a drizzle. A person in a yellow raincoat, sitting on a wooden",Person_sitting,market_area,drizzle,Multiple
9756,3756,"Person in a red raincoat, hunched over under an umbrella, sitting on a wooden bench in a bustling market area during heavy rain.",Person_sitting,market_area,heavy_rain,Single
9757,3757,Two people sitting under an umbrella in a bustling marketplace during heavy rain.,Person_sitting,market_area,heavy_rain,Two
9758,3758,"Three people huddled under umbrellas, rain pelting down around them, in a bustling market area.",Person_sitting,market_area,heavy_rain,Three
9759,3759,"A person with an umbrella, huddled under a tree in a crowded marketplace during heavy rain.",Person_sitting,market_area,heavy_rain,Multiple
9760,3760,Person sitting in a sunlit stadium area.,Person_sitting,stadium_area,sunny,Single
9761,3761,Two people sitting in a sunny stadium area.,Person_sitting,stadium_area,sunny,Two
9762,3762,Three people sitting in a sunny stadium area.,Person_sitting,stadium_area,sunny,Three
9763,3763,"

Person sitting in a sunny stadium area with a red and white striped umbrella. Surrounded by lush green grass and vibrant blue seats. Crowd cheering in the background.",Person_sitting,stadium_area,sunny,Multiple
9764,3764,Person sitting in a stadium area with a cloudy weather.,Person_sitting,stadium_area,cloudy,Single
9765,3765,Two people sitting in a cloudy stadium area.,Person_sitting,stadium_area,cloudy,Two
9766,3766,Three people sitting in a cloudy stadium area.,Person_sitting,stadium_area,cloudy,Three
9767,3767,"

Person sitting in a crowded stadium area under cloudy weather, surrounded by green grass and colorful spectator seats.",Person_sitting,stadium_area,cloudy,Multiple
9768,3768,"Person in a red raincoat, sitting on a blue plastic chair in a rainy stadium area.",Person_sitting,stadium_area,rainy,Single
9769,3769,Two people sitting in a rainy stadium area.,Person_sitting,stadium_area,rainy,Two
9770,3770,"Three people huddled under umbrellas, sitting in a rain-soaked stadium area.",Person_sitting,stadium_area,rainy,Three
9771,3771,"

Person in a raincoat, huddled under an umbrella, watching a baseball game from the stadium seats. Rain pours down in sheets, creating puddles on the concrete floor. People around them scurry for",Person_sitting,stadium_area,rainy,Multiple
9772,3772,"Person in a red raincoat, sitting on a wooden bench in a stormy stadium area.",Person_sitting,stadium_area,stormy,Single
9773,3773,"Two people sitting in a stadium during a storm, rain pouring down, thunder rumbling in the distance, lightning illuminating the sky.",Person_sitting,stadium_area,stormy,Two
9774,3774,Three people huddled under umbrellas in a stormy stadium area.,Person_sitting,stadium_area,stormy,Three
9775,3775,"Person_sitting in a stadium_area during a storm, surrounded by puddles and rain-soaked grass. A person with an umbrella_sitting in a grandstand, watching the rain pour down around them. Person_",Person_sitting,stadium_area,stormy,Multiple
9776,3776,Person_sitting in a stadium_area with snow falling around them.,Person_sitting,stadium_area,snowy,Single
9777,3777,Two people sitting in a snowy stadium area.,Person_sitting,stadium_area,snowy,Two
9778,3778,Three people sitting in a snowy stadium area.,Person_sitting,stadium_area,snowy,Three
9779,3779,Person_sitting in a snowy stadium_area.,Person_sitting,stadium_area,snowy,Multiple
9780,3780,Person_sitting in a stadium_area with foggy weather.,Person_sitting,stadium_area,foggy,Single
9781,3781,"Two figures, huddled in coats, seated in the foggy stadium area.",Person_sitting,stadium_area,foggy,Two
