,prompt,class,environment,weather,amount
5245,Two sailboats in the delta with clear weather.,sailboat,delta,clear,Two
5246,Three sailboats in the delta with clear weather.,sailboat,delta,clear,Three
5247,"

Clear day in the delta, multiple sailboats anchored.",sailboat,delta,clear,Multiple
5248,"

A single sailboat anchored in the offshore platform area under a sunny sky.",sailboat,offshore platform area,sunny,Single
5249,Two sailboats in the offshore platform area under a sunny sky.,sailboat,offshore platform area,sunny,Two
5250,Three sailboats in the offshore platform area under a sunny sky.,sailboat,offshore platform area,sunny,Three
5251,"

A sunny day in the offshore platform area. Several sailboats anchored, their sails furled, bobbing gently on the tranquil water.",sailboat,offshore platform area,sunny,Multiple
5252,"

A single sailboat anchored in the offshore platform area, surrounded by the choppy waters. The sky above was overcast with thick, grey clouds, casting an eerie pallor over the scene.",sailboat,offshore platform area,cloudy,Single
5253,Two sailboats in the offshore platform area during cloudy weather.,sailboat,offshore platform area,cloudy,Two
5254,Three sailboats in the offshore platform area during cloudy weather.,sailboat,offshore platform area,cloudy,Three
5255,"

Cloudy offshore platform area with multiple sailboats at anchor.",sailboat,offshore platform area,cloudy,Multiple
5256,"

A single sailboat anchored in the offshore platform area, battered by rain and wind.",sailboat,offshore platform area,rainy,Single
5257,Two sailboats in the offshore platform area during rainy weather.,sailboat,offshore platform area,rainy,Two
5258,Three sailboats in the offshore platform area during rainy weather.,sailboat,offshore platform area,rainy,Three
5259,"

A sailboat anchored in the offshore platform area, rain pouring down on its sails and deck.",sailboat,offshore platform area,rainy,Multiple
5260,"

A single sailboat anchored in the offshore platform area, battling against the stormy waves.",sailboat,offshore platform area,stormy,Single
5261,Two sailboats in the offshore platform area during a storm.,sailboat,offshore platform area,stormy,Two
5262,Three sailboats in the offshore platform area during a storm.,sailboat,offshore platform area,stormy,Three
5263,"

A sailboat anchored in the offshore platform area, battling against the stormy waves. Other sailboats nearby also struggling to stay afloat amidst the turbulent sea. Rain lashing against the sails and spray flying",sailboat,offshore platform area,stormy,Multiple
5264,"

A single sailboat anchored in the offshore platform area, surrounded by towering waves in a snowy storm.",sailboat,offshore platform area,snowy,Single
5265,Two sailboats in the offshore platform area during a snowstorm.,sailboat,offshore platform area,snowy,Two
5266,Three sailboats in the offshore platform area during a snowstorm.,sailboat,offshore platform area,snowy,Three
5267,"

A sailboat anchored in the offshore platform area, surrounded by snow-covered waves. Other sailboats can be seen in the distance, their masts standing tall against the white backdrop. The snowflakes gently fall onto",sailboat,offshore platform area,snowy,Multiple
5268,"

A single sailboat anchored in the offshore platform area, shrouded in fog.",sailboat,offshore platform area,foggy,Single
5269,Two sailboats in the offshore platform area with foggy weather.,sailboat,offshore platform area,foggy,Two
5270,Three sailboats in the offshore platform area shrouded in fog.,sailboat,offshore platform area,foggy,Three
5271,"

A sailboat anchored in the offshore platform area, shrouded in fog. Other sailboats can be seen nearby, their masts barely visible through the dense mist. The water around the boats is calm, but the fog",sailboat,offshore platform area,foggy,Multiple
5272,"

A single sailboat anchored in the offshore platform area, battling against the windy conditions.",sailboat,offshore platform area,windy,Single
5273,Two sailboats in the offshore platform area during windy weather.,sailboat,offshore platform area,windy,Two
5274,Three sailboats in the offshore platform area during windy weather.,sailboat,offshore platform area,windy,Three
5275,"

A sailboat anchored in the offshore platform area, battening down hatches against the windy weather. Several other sailboats nearby also bracing for the storm. Waves crashing against the platform, spraying water high",sailboat,offshore platform area,windy,Multiple
5276,"

A single sailboat anchored in the offshore platform area with clear skies above.",sailboat,offshore platform area,clear,Single
5277,Two sailboats in the offshore platform area with clear weather.,sailboat,offshore platform area,clear,Two
5278,Three sailboats in the offshore platform area with clear weather.,sailboat,offshore platform area,clear,Three
5279,"

Clear day in the offshore platform area. Several sailboats anchored.",sailboat,offshore platform area,clear,Multiple
5280,"

A single sailboat anchored near a lighthouse under a sunny sky.",sailboat,near lighthouse,sunny,Single
5281,Two sailboats near a lighthouse in sunny weather.,sailboat,near lighthouse,sunny,Two
5282,Three sailboats near a lighthouse in sunny weather.,sailboat,near lighthouse,sunny,Three
5283,"

A sailboat anchored near a lighthouse in a sunny day.",sailboat,near lighthouse,sunny,Multiple
5284,"

A single sailboat near the lighthouse in a cloudy day.",sailboat,near lighthouse,cloudy,Single
5285,Two sailboats near a lighthouse in cloudy weather.,sailboat,near lighthouse,cloudy,Two
5286,Three sailboats near a lighthouse in cloudy weather.,sailboat,near lighthouse,cloudy,Three
5287,"

A sailboat anchored near a lighthouse in a cloudy day.",sailboat,near lighthouse,cloudy,Multiple
5288,"

A single sailboat near a rain-splattered lighthouse.",sailboat,near lighthouse,rainy,Single
5289,Two sailboats near a lighthouse in the rain.,sailboat,near lighthouse,rainy,Two
5290,Three sailboats near a lighthouse in the rain.,sailboat,near lighthouse,rainy,Three
5291,"

A sailboat anchored near a lighthouse in the rain.",sailboat,near lighthouse,rainy,Multiple
5292,"

A single sailboat near the lighthouse in stormy weather.",sailboat,near lighthouse,stormy,Single
5293,Two sailboats near a lighthouse in a stormy weather.,sailboat,near lighthouse,stormy,Two
5294,Three sailboats near a lighthouse in a stormy weather.,sailboat,near lighthouse,stormy,Three
5295,"

A sailboat anchored near a lighthouse, battered by stormy waves.",sailboat,near lighthouse,stormy,Multiple
5296,"

A single sailboat, its sails furled against the snowy wind, lies at anchor near a lighthouse.",sailboat,near lighthouse,snowy,Single
5297,Two sailboats near a snowy lighthouse.,sailboat,near lighthouse,snowy,Two
5298,Three sailboats near a snowy lighthouse.,sailboat,near lighthouse,snowy,Three
5299,"

A sailboat anchored near a lighthouse, shrouded in a thick blanket of snow.",sailboat,near lighthouse,snowy,Multiple
5300,"

A single sailboat in the near lighthouse, shrouded by fog.",sailboat,near lighthouse,foggy,Single
5301,Two sailboats near a lighthouse in foggy conditions.,sailboat,near lighthouse,foggy,Two
5302,Three sailboats near a lighthouse in foggy weather.,sailboat,near lighthouse,foggy,Three
5303,"

A sailboat anchored near a lighthouse in the foggy conditions.",sailboat,near lighthouse,foggy,Multiple
5304,"

A single sailboat near the lighthouse in a windy condition.",sailboat,near lighthouse,windy,Single
5305,Two sailboats near a lighthouse in windy weather.,sailboat,near lighthouse,windy,Two
5306,Three sailboats near a lighthouse in windy weather.,sailboat,near lighthouse,windy,Three
5307,"

A sailboat anchored near a lighthouse, its sails billowing in the windy weather.",sailboat,near lighthouse,windy,Multiple
5308,"

A single sailboat anchored near a lighthouse in clear weather.",sailboat,near lighthouse,clear,Single
5309,Two sailboats near a lighthouse in clear weather.,sailboat,near lighthouse,clear,Two
5310,Three sailboats near a lighthouse in clear weather.,sailboat,near lighthouse,clear,Three
5311,"

A sailboat anchored near a lighthouse in clear weather.",sailboat,near lighthouse,clear,Multiple
5312,"

A single sailboat anchored near the bridge in a sunny day.",sailboat,near bridge,sunny,Single
5313,Two sailboats near a bridge in sunny weather.,sailboat,near bridge,sunny,Two
5314,Three sailboats near a bridge in sunny weather.,sailboat,near bridge,sunny,Three
5315,"

A sailboat anchored near the bridge in a sunny day.",sailboat,near bridge,sunny,Multiple
5316,"

A single sailboat anchored near a bridge in a cloudy day.",sailboat,near bridge,cloudy,Single
5317,Two sailboats near a bridge in cloudy weather.,sailboat,near bridge,cloudy,Two
5318,Three sailboats near a bridge in cloudy weather.,sailboat,near bridge,cloudy,Three
5319,"

A sailboat anchored near the bridge in a cloudy day.",sailboat,near bridge,cloudy,Multiple
5320,"

A single sailboat anchored near a bridge in the rain.",sailboat,near bridge,rainy,Single
5321,Two sailboats in the near bridge during rainy weather.,sailboat,near bridge,rainy,Two
5322,Three sailboats near a bridge in the rain.,sailboat,near bridge,rainy,Three
5323,"

A sailboat anchored near the bridge in the rainy weather.",sailboat,near bridge,rainy,Multiple
5324,"

A single sailboat anchored near a bridge in a stormy weather.",sailboat,near bridge,stormy,Single
5325,Two sailboats in the near bridge during a stormy weather.,sailboat,near bridge,stormy,Two
5326,Three sailboats near a bridge in stormy weather.,sailboat,near bridge,stormy,Three
5327,"

A sailboat anchored near the bridge in a stormy weather.",sailboat,near bridge,stormy,Multiple
5328,"

A single sailboat anchored near a snow-covered bridge.",sailboat,near bridge,snowy,Single
5329,Two sailboats in the near bridge during a snowy weather.,sailboat,near bridge,snowy,Two
5330,Three sailboats in the near bridge during a snowstorm.,sailboat,near bridge,snowy,Three
5331,"

A sailboat anchored near the bridge in a snowy weather.",sailboat,near bridge,snowy,Multiple
5332,"

A single sailboat anchored near a bridge in foggy conditions.",sailboat,near bridge,foggy,Single
5333,Two sailboats in the near bridge through foggy conditions.,sailboat,near bridge,foggy,Two
5334,Three sailboats in the near bridge through foggy weather.,sailboat,near bridge,foggy,Three
5335,"

A sailboat anchored near the bridge in the foggy weather.",sailboat,near bridge,foggy,Multiple
5336,"

A single sailboat anchored near a bridge in a windy condition.",sailboat,near bridge,windy,Single
5337,Two sailboats near a bridge in windy weather.,sailboat,near bridge,windy,Two
5338,Three sailboats near a bridge in windy weather.,sailboat,near bridge,windy,Three
5339,"

A sailboat anchored near the bridge in a windy weather.",sailboat,near bridge,windy,Multiple
5340,"

A single sailboat anchored near a bridge in clear weather.",sailboat,near bridge,clear,Single
5341,Two sailboats near a bridge with clear weather.,sailboat,near bridge,clear,Two
5342,Three sailboats near a bridge with clear weather.,sailboat,near bridge,clear,Three
5343,"

A sailboat anchored near the bridge in clear weather.",sailboat,near bridge,clear,Multiple
5344,"

A single sailboat anchored in a sun-kissed anchorage area.",sailboat,anchorage area,sunny,Single
5345,Two sailboats at anchor in a sunny bay.,sailboat,anchorage area,sunny,Two
5346,Three sailboats at anchor in a sunny bay.,sailboat,anchorage area,sunny,Three
5347,"

A sunny anchorage filled with multiple sailboats.",sailboat,anchorage area,sunny,Multiple
5348,"

A single sailboat anchored in the cloudy anchorage area.",sailboat,anchorage area,cloudy,Single
5349,Two sailboats in an anchorage during cloudy weather.,sailboat,anchorage area,cloudy,Two
5350,Three sailboats in an anchorage during cloudy weather.,sailboat,anchorage area,cloudy,Three
5351,"

Cloudy anchorage with several sailboats at rest.",sailboat,anchorage area,cloudy,Multiple
5352,"

A single sailboat in the anchorage, rain pounding on its deck, sails furled.",sailboat,anchorage area,rainy,Single
5353,Two sailboats in the anchorage during rainy weather.,sailboat,anchorage area,rainy,Two
5354,Three sailboats in an anchorage during rainy weather.,sailboat,anchorage area,rainy,Three
5355,"

A rainy anchorage filled with sailboats, their sails furled and hulls bobbing gently in the choppy waters.",sailboat,anchorage area,rainy,Multiple
5356,"

A solitary sailboat anchored in the turmoil of the anchorage, battling against the stormy waves.",sailboat,anchorage area,stormy,Single
5357,Two sailboats in an anchorage during a storm.,sailboat,anchorage area,stormy,Two
5358,Three sailboats in an anchorage during a storm.,sailboat,anchorage area,stormy,Three
5359,"

A sailboat anchored amidst choppy waves, rain lashing against its sails, thunder rumbling in the distance.",sailboat,anchorage area,stormy,Multiple
5360,"

A single sailboat anchored in the icy anchorage, snowflakes gently settling on its sails and deck.",sailboat,anchorage area,snowy,Single
5361,Two sailboats in an anchorage during a snowfall.,sailboat,anchorage area,snowy,Two
5362,Three sailboats in an anchorage during a snowfall.,sailboat,anchorage area,snowy,Three
5363,"

A sailboat anchored in the icy anchorage, snowflakes gently falling around it, creating a serene and peaceful scene.",sailboat,anchorage area,snowy,Multiple
5364,"

A solitary sailboat, shrouded in the dense fog of the anchorage area.",sailboat,anchorage area,foggy,Single
5365,Two sailboats in the anchorage amidst foggy conditions.,sailboat,anchorage area,foggy,Two
