prompt,class,environment,style,amount
"

Laundry room with industrial style: Television mounted on brick wall.",television,laundry room,industrial,Multiple
"

Laundry room with a large, sleek television mounted on the wall, surrounded by high-end decor and luxurious textures.",television,laundry room,luxury,Single
Two televisions in a laundry room with a luxury style.,television,laundry room,luxury,Two
Three televisions in a stylish laundry room.,television,laundry room,luxury,Three
"

Laundry room with a large, luxurious television mounted on the wall. White marble surround and gold accents. Plush seating area nearby for comfortable viewing.",television,laundry room,luxury,Multiple
"

A vintage television set in the laundry room.",television,laundry room,vintage,Single
Two vintage televisions in a laundry room.,television,laundry room,vintage,Two
Three vintage televisions in a laundry room.,television,laundry room,vintage,Three
"

Laundry room with a vintage aesthetic: a worn-out wooden cabinet housing a television set from the 1950s.",television,laundry room,vintage,Multiple
"

Laundry room with a single Scandinavian-style television.",television,laundry room,scandinavian,Single
Two televisions in a Scandinavian-style laundry room.,television,laundry room,scandinavian,Two
Three televisions in a laundry room with a Scandinavian style.,television,laundry room,scandinavian,Three
"

A Scandinavian-style laundry room with a television mounted on a white-painted brick wall. A wooden drying rack stands in the corner, next to a window with white curtains. A minimalist shelf holds a",television,laundry room,scandinavian,Multiple
"

Television in a cluttered laundry room.",television,laundry room,messy,Single
Two televisions in a cluttered laundry room.,television,laundry room,messy,Two
Three televisions in a cluttered laundry room.,television,laundry room,messy,Three
"

A laundry room with a cluttered style, featuring a television mounted on a wall amidst piles of laundry and various household items.",television,laundry room,messy,Multiple
"

A single television in a clean, minimalist laundry room.",television,laundry room,clean,Single
Two televisions in a clean laundry room.,television,laundry room,clean,Two
Three televisions in a clean laundry room.,television,laundry room,clean,Three
"

A sleek television mounted on a clean white wall in a laundry room.",television,laundry room,clean,Multiple
"

A single television in a laundry room with a cozy style. Consider adding plush seating and warm lighting for a comfortable viewing experience.",television,laundry room,cozy,Single
Two televisions in a cozy laundry room.,television,laundry room,cozy,Two
Three televisions in a cozy laundry room.,television,laundry room,cozy,Three
"

A laundry room with a cozy style, featuring a television mounted on a distressed wood wall.",television,laundry room,cozy,Multiple
"

A television with a contemporary design in the basement.",television,basement,modern,Single
Two televisions in a modern basement.,television,basement,modern,Two
Three televisions in a contemporary basement.,television,basement,modern,Three
"

A basement media room with a modern television.",television,basement,modern,Multiple
"

Minimalist basement with a single television on a sleek, industrial-style shelf.",television,basement,minimalist,Single
Two televisions in a minimalist basement.,television,basement,minimalist,Two
Three televisions in a minimalist basement.,television,basement,minimalist,Three
"

Minimalist basement with a large television mounted on the wall.",television,basement,minimalist,Multiple
"

A rustic-style television in a basement setting.",television,basement,rustic,Single
Two televisions in a rustic basement.,television,basement,rustic,Two
Three televisions in a rustic basement.,television,basement,rustic,Three
"

A rustic basement with a worn wooden floor. A brick fireplace crackles with warmth. Hanging above it, a large, old television with a wooden frame. Shelves lined with antique jars and bottles flank the television",television,basement,rustic,Multiple
"

A television set in a raw concrete basement, surrounded by industrial pipes and metal shelves.",television,basement,industrial,Single
Two industrial-style televisions in a basement.,television,basement,industrial,Two
Three industrial-style televisions in a basement.,television,basement,industrial,Three
"

Basement with industrial decor, large television mounted on concrete wall.",television,basement,industrial,Multiple
"

A large, flat-screen television with a sleek, wooden frame and gold accents, mounted on a textured stone wall in a dimly lit basement lounge area. Plush, velvet seating surrounds the space,",television,basement,luxury,Single
Two televisions in a basement with a luxury style.,television,basement,luxury,Two
Three televisions in a basement with a luxurious design.,television,basement,luxury,Three
"

A basement lounge with a plush, velvet seating area surrounding a large, flat-screen television with gold accents and a sleek, black frame. The walls are adorned with rich, textured fabrics and",television,basement,luxury,Multiple
"

A vintage television set in a dimly lit basement.",television,basement,vintage,Single
Two vintage televisions in a basement.,television,basement,vintage,Two
Three vintage televisions in a dimly lit basement.,television,basement,vintage,Three
"

A vintage television set in a dimly lit basement.",television,basement,vintage,Multiple
"

A television in a basement with Scandinavian decor. Wooden shelves, white walls, and natural textures surround it.",television,basement,scandinavian,Single
Two televisions in a Scandinavian-style basement.,television,basement,scandinavian,Two
Three televisions in a Scandinavian-style basement.,television,basement,scandinavian,Three
