prompt,class,environment,style,amount
Two lamps in a clean kitchen.,lamp,kitchen,clean,Two
Three lamps on a kitchen counter with a clean design.,lamp,kitchen,clean,Three
"

A clean-lined kitchen featuring a multiple of a lamp suspended above an island counter.",lamp,kitchen,clean,Multiple
"

A single lamp with a warm, inviting glow in a cozy kitchen design.",lamp,kitchen,cozy,Single
Two lamps in a kitchen with a cozy style.,lamp,kitchen,cozy,Two
Three lamps in a cozy kitchen.,lamp,kitchen,cozy,Three
"

A cozy kitchen with a wooden table and wainscotting. Two windows letting in natural light. A lamp with a warm, amber glow hanging above the table.",lamp,kitchen,cozy,Multiple
A modern bathroom with a single lamp suspended from the ceiling.,lamp,bathroom,modern,Single
Two lamps in a modern bathroom.,lamp,bathroom,modern,Two
Three lamps in a contemporary bathroom.,lamp,bathroom,modern,Three
"A bathroom with a modern style, featuring two lamps on the vanity counter.",lamp,bathroom,modern,Multiple
"

Minimalist bathroom with a single lamp above the sink.",lamp,bathroom,minimalist,Single
Two lamps in a minimalist bathroom.,lamp,bathroom,minimalist,Two
Three lamps in a minimalist bathroom.,lamp,bathroom,minimalist,Three
Minimalist bathroom with a single lamp hanging above a freestanding bathtub.,lamp,bathroom,minimalist,Multiple
A rustic bathroom with a single lamp.,lamp,bathroom,rustic,Single
Two lamps in a bathroom with a rustic style.,lamp,bathroom,rustic,Two
Three lamps in a rustic bathroom.,lamp,bathroom,rustic,Three
"

A bathroom adorned with rustic decor, featuring a lamp with a woven shade and a weathered wooden base.",lamp,bathroom,rustic,Multiple
Bathroom with industrial style: Single lamp.,lamp,bathroom,industrial,Single
Two industrial style lamps in a bathroom.,lamp,bathroom,industrial,Two
Three industrial-style lamps in a bathroom.,lamp,bathroom,industrial,Three
Bathroom with industrial style. Two lamps hanging above a long sink.,lamp,bathroom,industrial,Multiple
"A bathroom adorned with marble, featuring a grand, gold-trimmed, crystal chandelier lamp.",lamp,bathroom,luxury,Single
Two lamps in a bathroom with a luxury style.,lamp,bathroom,luxury,Two
Three lamps in a bathroom with a luxurious design.,lamp,bathroom,luxury,Three
"A bathroom adorned with marble tiles, featuring a large, ornate gold lamp with a crystal base.",lamp,bathroom,luxury,Multiple
A vintage-style bathroom with a single lamp hanging above the sink.,lamp,bathroom,vintage,Single
Two vintage lamps in a bathroom.,lamp,bathroom,vintage,Two
Three lamps in a vintage bathroom.,lamp,bathroom,vintage,Three
"

A vintage bathroom with a freestanding tub. Two sconces on the wall, each holding a frosted glass lamp. A large, ornate mirror above the tub reflects the warm glow of a table lamp with a tass",lamp,bathroom,vintage,Multiple
A single scandinavian-style bathroom lamp.,lamp,bathroom,scandinavian,Single
Two lamps in a bathroom with a scandinavian style.,lamp,bathroom,scandinavian,Two
Three lamps in a bathroom with a scandinavian style.,lamp,bathroom,scandinavian,Three
"

A Scandinavian-style bathroom with a white tiled floor and walls. A single lamp with a simple, wooden base and a white, fabric shade hangs above a freestanding bathtub.",lamp,bathroom,scandinavian,Multiple
Bathroom with a messy style. Single lamp hanging above a cluttered sink.,lamp,bathroom,messy,Single
Two lamps in a bathroom with a messy style.,lamp,bathroom,messy,Two
Three lamps in a bathroom with a messy style.,lamp,bathroom,messy,Three
"

A bathroom with a cluttered, bohemian style. Two mismatched lamps on a wooden shelf above the sink. One lamp has a tasseled shade, the other is bare bulb. Both lamps cast warm,",lamp,bathroom,messy,Multiple
A single clean-style bathroom lamp.,lamp,bathroom,clean,Single
Two lamps in a clean bathroom.,lamp,bathroom,clean,Two
Three lamps in a clean bathroom.,lamp,bathroom,clean,Three
"Bathroom with a clean style, two lamps on the counter.",lamp,bathroom,clean,Multiple
"A single lamp with a warm, inviting glow in a bathroom with a cozy style.",lamp,bathroom,cozy,Single
Two lamps in a bathroom with a cozy style.,lamp,bathroom,cozy,Two
Three lamps in a cozy bathroom.,lamp,bathroom,cozy,Three
"A bathroom with a vintage feel, featuring two lamps on a wooden shelf.",lamp,bathroom,cozy,Multiple
A modern style dining room with a single lamp hanging above the table.,lamp,dining room,modern,Single
Two lamps in a modern dining room.,lamp,dining room,modern,Two
Three lamps in a contemporary dining room.,lamp,dining room,modern,Three
"A dining room with a modern style, featuring a multiple of a lamp.",lamp,dining room,modern,Multiple
"

Minimalist dining room with a single lamp hanging above the table.",lamp,dining room,minimalist,Single
Two lamps in a minimalist dining room.,lamp,dining room,minimalist,Two
Three lamps on a minimalist dining room table.,lamp,dining room,minimalist,Three
Minimalist dining room with one lamp hanging above the table.,lamp,dining room,minimalist,Multiple
"A rustic dining room with a large, wooden lamp hanging above the table.",lamp,dining room,rustic,Single
Two lamps in a rustic dining room.,lamp,dining room,rustic,Two
Three lamps in a rustic dining room.,lamp,dining room,rustic,Three
"

A dining room adorned with a rustic-style lamp on the table.",lamp,dining room,rustic,Multiple
"

A single industrial-style lamp in the dining room.",lamp,dining room,industrial,Single
Two industrial style lamps in the dining room.,lamp,dining room,industrial,Two
Three industrial style lamps in the dining room.,lamp,dining room,industrial,Three
"

A dining room with an industrial theme, featuring a multiple of a lamp suspended above the table.",lamp,dining room,industrial,Multiple
A single luxury lamp in the dining room.,lamp,dining room,luxury,Single
Two lamps in a luxurious dining room.,lamp,dining room,luxury,Two
Three lamps in a grand dining room with a luxury style.,lamp,dining room,luxury,Three
A luxurious dining room with a grand chandelier and two table lamps.,lamp,dining room,luxury,Multiple
A vintage style lamp in the dining room.,lamp,dining room,vintage,Single
Two vintage lamps in the dining room.,lamp,dining room,vintage,Two
Three vintage lamps on a dining room table.,lamp,dining room,vintage,Three
A vintage dining room with a large wooden table and a lamp with a tasseled shade hanging above it.,lamp,dining room,vintage,Multiple
A single lamp with a scandinavian design in the dining room.,lamp,dining room,scandinavian,Single
Two lamps in a dining room with a scandinavian style.,lamp,dining room,scandinavian,Two
Three lamps in a dining room with a scandinavian style.,lamp,dining room,scandinavian,Three
A scandinavian-style dining room with a wooden table and two benches. A lamp hangs above the table.,lamp,dining room,scandinavian,Multiple
"

A dining room adorned with a lamp of rustic charm, its shade a tangle of frayed twine and exposed bulb, casting an uneven, warm glow over the cluttered table.",lamp,dining room,messy,Single
Two lamps in a dining room with a messy style.,lamp,dining room,messy,Two
Three lamps in a disorganized dining room.,lamp,dining room,messy,Three
"

A dining room with a messy style, cluttered table and several piles of dishes. A lamp with a frayed cord and a chipped shade sits in the corner.",lamp,dining room,messy,Multiple
A clean-lined dining room with a single lamp above the table.,lamp,dining room,clean,Single
Two lamps in a clean dining room.,lamp,dining room,clean,Two
Three lamps in a clean dining room.,lamp,dining room,clean,Three
"A dining room with a clean style, featuring a multiple of a lamp.",lamp,dining room,clean,Multiple
"A single lamp with a warm, inviting glow in the cozy dining room.",lamp,dining room,cozy,Single
Two lamps in a cozy dining room.,lamp,dining room,cozy,Two
Three lamps in a cozy dining room.,lamp,dining room,cozy,Three
"A dining room with a warm and inviting atmosphere, featuring a wooden table and four chairs, and a lamp with a soft, amber glow hanging above it.",lamp,dining room,cozy,Multiple
Modern style garage with a single lamp.,lamp,garage,modern,Single
Two lamps in a modern garage.,lamp,garage,modern,Two
Three lamps in a modern garage.,lamp,garage,modern,Three
Modern style garage with a lamp on a shelf.,lamp,garage,modern,Multiple
Minimalist style garage with a single lamp.,lamp,garage,minimalist,Single
Two lamps in a minimalist garage.,lamp,garage,minimalist,Two
Three lamps in a cluttered garage. Three lamps in a minimalist garage. Three of a lamp on a shelf in a minimalist garage. Three lamps arranged on a table in a minimalist garage. Three identical lamps on,lamp,garage,minimalist,Three
Minimalist style garage with a single lamp hanging from the ceiling.,lamp,garage,minimalist,Multiple
A rustic style lamp in the garage.,lamp,garage,rustic,Single
Two lamps in a rustic garage.,lamp,garage,rustic,Two
Three lamps in a rustic garage.,lamp,garage,rustic,Three
"

A rustic garage with a worn wooden shelf holding multiple lamps.",lamp,garage,rustic,Multiple
"

Garage with an industrial theme. A single lamp hanging from the ceiling.",lamp,garage,industrial,Single
Two industrial style lamps in the garage.,lamp,garage,industrial,Two
Three industrial lamps in a garage.,lamp,garage,industrial,Three
"

Garage with an industrial theme, housing a multiple of lamps.",lamp,garage,industrial,Multiple
A single luxury lamp in the garage.,lamp,garage,luxury,Single
Two lamps in a garage with a luxury style.,lamp,garage,luxury,Two
Three lamps in a garage with a luxury design.,lamp,garage,luxury,Three
"

A garage adorned with a chic, gold-accented floor lamp, casting a warm glow on an array of expensive tools and gleaming vehicles.",lamp,garage,luxury,Multiple
A vintage style lamp in the garage.,lamp,garage,vintage,Single
Two vintage lamps in the garage.,lamp,garage,vintage,Two
Three lamps in a vintage garage.,lamp,garage,vintage,Three
"

Garage with a vintage theme, multiple lamps hanging from the ceiling.",lamp,garage,vintage,Multiple
"

A single lamp in a garage with a Scandinavian design.",lamp,garage,scandinavian,Single
Two lamps in a garage with a scandinavian style.,lamp,garage,scandinavian,Two
Three lamps in a garage with a Scandinavian style.,lamp,garage,scandinavian,Three
"

A Scandinavian-style garage with a wooden shelf holding multiple lamps.",lamp,garage,scandinavian,Multiple
"

A garage cluttered with tools and old equipment. Amidst the chaos, a single lamp casts a warm glow on a workbench, its cord tangled among the debris.",lamp,garage,messy,Single
Two lamps in a cluttered garage.,lamp,garage,messy,Two
Three lamps in a cluttered garage.,lamp,garage,messy,Three
"

Garage cluttered with tools and boxes, a lamp with a chipped base illuminates a pile of old car parts.",lamp,garage,messy,Multiple
"A clean, minimalist garage with a single lamp hanging from the ceiling.",lamp,garage,clean,Single
Two lamps in a clean garage.,lamp,garage,clean,Two
Three lamps in a tidy garage.,lamp,garage,clean,Three
"

Garage with a clean style, multiple lamps on a shelf.",lamp,garage,clean,Multiple
"A single lamp with a warm, inviting glow in a cluttered, cozy garage.",lamp,garage,cozy,Single
Two lamps in a garage with a cozy style.,lamp,garage,cozy,Two
Three lamps in a cozy garage style.,lamp,garage,cozy,Three
"

A garage with a warm and inviting atmosphere, featuring a cozy corner illuminated by a multiple of a lamp.",lamp,garage,cozy,Multiple
A modern style home office with a single lamp.,lamp,home office,modern,Single
Two lamps in a home office with a modern style.,lamp,home office,modern,Two
Three lamps in a home office with a modern style.,lamp,home office,modern,Three
"A home office with a modern style, featuring a lamp on the desk.",lamp,home office,modern,Multiple
