,prompt,class,environment,weather,amount
9659,"

A horse standing alone in a windy forest.",horse,forest,windy,Multiple
9660,"

A single horse in the forest under clear skies.",horse,forest,clear,Single
9661,"Two horses in a forest, clear weather.",horse,forest,clear,Two
9662,"Three horses in a forest, clear weather.",horse,forest,clear,Three
9663,"

A horse standing alone in a clear forest.",horse,forest,clear,Multiple
9664,"

A single horse in the mountains under a sunny sky.",horse,mountain,sunny,Single
9665,Two horses in the mountains under a sunny sky.,horse,mountain,sunny,Two
9666,Three horses on a mountain peak under a sunny sky.,horse,mountain,sunny,Three
9667,"

A horse standing atop a mountain under a sunny sky.",horse,mountain,sunny,Multiple
9668,"

A single horse in the mountains under cloudy weather.",horse,mountain,cloudy,Single
9669,Two horses in the mountains under cloudy weather.,horse,mountain,cloudy,Two
9670,Three horses on a mountain peak under cloudy weather.,horse,mountain,cloudy,Three
9671,"

A horse in the mountains under cloudy weather.",horse,mountain,cloudy,Multiple
9672,"

A single horse in the mountains during rainy weather.",horse,mountain,rainy,Single
9673,"

Two horses in a mountain range during rainy weather.",horse,mountain,rainy,Two
9674,Three horses on a mountain peak during rain.,horse,mountain,rainy,Three
9675,"

A horse standing in a rainy mountain landscape.",horse,mountain,rainy,Multiple
9676,"

A lone horse in the mountains during a storm.",horse,mountain,stormy,Single
9677,Two horses in the mountains during a storm.,horse,mountain,stormy,Two
9678,Three horses on a mountain peak amidst stormy weather.,horse,mountain,stormy,Three
9679,"

A horse standing amidst the mountains, weather turning stormy.",horse,mountain,stormy,Multiple
9680,"

A single horse in the mountains, surrounded by snow.",horse,mountain,snowy,Single
9681,Two horses in the mountains under snowy weather.,horse,mountain,snowy,Two
9682,Three horses in a snowy mountain landscape.,horse,mountain,snowy,Three
9683,"

A horse standing amidst snow-covered mountains.",horse,mountain,snowy,Multiple
9684,"

A single horse in the mountains, surrounded by fog.",horse,mountain,foggy,Single
9685,"

Two horses in a mountain range, shrouded in fog.",horse,mountain,foggy,Two
9686,Three horses in the misty mountains.,horse,mountain,foggy,Three
9687,"

A horse in the foggy mountains.",horse,mountain,foggy,Multiple
9688,"

A single horse in the mountains under windy weather.",horse,mountain,windy,Single
9689,"Two horses in the mountains, weather windy.",horse,mountain,windy,Two
9690,Three horses on a windy mountain peak.,horse,mountain,windy,Three
9691,"

A horse standing atop a mountain, weathered by the wind.",horse,mountain,windy,Multiple
9692,"

A single horse in the mountains under clear weather.",horse,mountain,clear,Single
9693,Two horses in the mountains under clear skies.,horse,mountain,clear,Two
9694,Three horses on a mountain peak under clear skies.,horse,mountain,clear,Three
9695,"

A horse standing atop a mountain peak under clear skies.",horse,mountain,clear,Multiple
9696,"

A single horse in the desert under a sunny sky.",horse,desert,sunny,Single
9697,Two horses in the desert under a sunny sky.,horse,desert,sunny,Two
9698,"Three horses in the desert, sunny weather.",horse,desert,sunny,Three
9699,"

A lone horse in the arid desert under the relentless sun.",horse,desert,sunny,Multiple
9700,"

A single horse in the desert under cloudy weather.",horse,desert,cloudy,Single
9701,"Two horses in the desert, weather like cloudy.",horse,desert,cloudy,Two
9702,"Three horses in the desert, weather cloudy.",horse,desert,cloudy,Three
9703,"

A horse in the desert, under a cloudy sky.",horse,desert,cloudy,Multiple
9704,"

A single horse in the desert during a rainstorm.",horse,desert,rainy,Single
9705,"Two horses in the desert, rainy weather.",horse,desert,rainy,Two
9706,"Three horses in the desert, rainy weather.",horse,desert,rainy,Three
9707,"

A horse in the desert during a rainstorm.",horse,desert,rainy,Multiple
9708,"

A single horse in the desert during a storm. Brown horse, sandy surroundings, rain pelting down, thunder rumbling in the distance.",horse,desert,stormy,Single
9709,"Two horses in the desert, stormy weather.",horse,desert,stormy,Two
9710,"Three horses in the desert, stormy weather.",horse,desert,stormy,Three
9711,"

A horse in the desert during a storm. A lone horse, battered by sand and rain, seeking shelter amidst the arid landscape.",horse,desert,stormy,Multiple
9712,"

A single horse in the desert, amidst snowy conditions.",horse,desert,snowy,Single
9713,"Two horses in the desert, weather like snow.",horse,desert,snowy,Two
9714,"Three horses in the desert, weather like snow.",horse,desert,snowy,Three
9715,"

A horse in the desert, surrounded by dunes, with snow falling gently from the sky.",horse,desert,snowy,Multiple
9716,"

A single horse in the desert, surrounded by fog.",horse,desert,foggy,Single
9717,"Two horses in the desert, shrouded in fog.",horse,desert,foggy,Two
9718,"Three horses in the desert, shrouded in fog.",horse,desert,foggy,Three
9719,"

A horse in the desert, surrounded by fog.",horse,desert,foggy,Multiple
9720,"

A single horse in the desert, amidst windy conditions.",horse,desert,windy,Single
9721,"Two horses in the desert, weathered by the wind.",horse,desert,windy,Two
9722,"Three horses in the desert, weathered by the wind.",horse,desert,windy,Three
9723,"

A horse in the desert, surrounded by sand dunes. The weather is windy, with gusts of sand whipping through the air.",horse,desert,windy,Multiple
9724,"

A single horse in the desert under clear skies.",horse,desert,clear,Single
9725,"Two horses in the desert, clear weather.",horse,desert,clear,Two
9726,Three horses in the arid desert under clear skies.,horse,desert,clear,Three
9727,"

A lone horse in the arid desert under clear skies.",horse,desert,clear,Multiple
9728,"

A single horse on the beach under the sunny weather.",horse,beach,sunny,Single
9729,Two horses on a sunny beach.,horse,beach,sunny,Two
9730,Three horses on a sunny beach.,horse,beach,sunny,Three
9731,"

A sunny day at the beach. A horse standing in the shallow water, its mane and tail wet from the waves.",horse,beach,sunny,Multiple
9732,"

A single horse on the beach under cloudy weather.",horse,beach,cloudy,Single
9733,"

Two horses on the beach under cloudy weather.",horse,beach,cloudy,Two
9734,Three horses on a cloudy beach.,horse,beach,cloudy,Three
9735,"

A cloudy day at the beach. A horse standing in the shallow water, its mane and tail wet from the waves.",horse,beach,cloudy,Multiple
9736,"

A single horse standing in the rain on the beach.",horse,beach,rainy,Single
9737,Two horses on a rainy beach.,horse,beach,rainy,Two
9738,Three horses on a rainy beach.,horse,beach,rainy,Three
9739,"

A rainy beach scene with a lone horse standing in the shallow water.",horse,beach,rainy,Multiple
9740,"

A single horse on the beach in a stormy weather.",horse,beach,stormy,Single
9741,Two horses on a stormy beach.,horse,beach,stormy,Two
9742,Three horses on a stormy beach.,horse,beach,stormy,Three
9743,"

A horse standing on a stormy beach, waves crashing against its hooves.",horse,beach,stormy,Multiple
9744,"

A single horse standing on a snowy beach.",horse,beach,snowy,Single
9745,Two horses on a snowy beach.,horse,beach,snowy,Two
9746,Three horses on a snowy beach.,horse,beach,snowy,Three
9747,"

A snowy beach, a single horse standing in the frigid sand.",horse,beach,snowy,Multiple
9748,"

A single horse on the beach in the fog.",horse,beach,foggy,Single
9749,"

Two horses on the beach in the fog.",horse,beach,foggy,Two
9750,Three horses on a foggy beach.,horse,beach,foggy,Three
9751,"

A horse standing alone on a foggy beach.",horse,beach,foggy,Multiple
9752,"

A single horse on the beach in a windy weather.",horse,beach,windy,Single
9753,Two horses on a windy beach.,horse,beach,windy,Two
9754,Three horses on a windy beach.,horse,beach,windy,Three
9755,"

A horse standing on a windswept beach, waves crashing against the shore.",horse,beach,windy,Multiple
9756,"

A single horse on the beach under clear skies.",horse,beach,clear,Single
9757,Two horses on a clear beach.,horse,beach,clear,Two
9758,Three horses on a clear beach.,horse,beach,clear,Three
9759,"

A clear day at the beach. A single horse standing in the shallow water, its mane and tail wet from the waves.",horse,beach,clear,Multiple
9760,"

A single horse standing in a calm, sunny river.",horse,river,sunny,Single
9761,Two horses in a river under sunny weather.,horse,river,sunny,Two
9762,Three horses in a sunny river.,horse,river,sunny,Three
9763,"

A horse standing in a sunlit river, its coat glistening with droplets of water.",horse,river,sunny,Multiple
9764,"

A single horse standing in a cloudy river.",horse,river,cloudy,Single
9765,Two horses in a river under cloudy weather.,horse,river,cloudy,Two
9766,Three horses in a cloudy river.,horse,river,cloudy,Three
9767,"

A horse standing in a cloudy river.",horse,river,cloudy,Multiple
9768,"

A single horse standing in a rain-soaked river.",horse,river,rainy,Single
9769,Two horses in a river during rain.,horse,river,rainy,Two
9770,Three horses in a river during rain.,horse,river,rainy,Three
9771,"

A horse standing in the middle of a rain-soaked river.",horse,river,rainy,Multiple
9772,"

A single horse standing in a stormy river.",horse,river,stormy,Single
9773,Two horses in a river during a storm.,horse,river,stormy,Two
9774,Three horses in a river during a storm.,horse,river,stormy,Three
9775,"

A horse standing in a stormy river, muddy waters up to its chest.",horse,river,stormy,Multiple
9776,"

A single horse standing in a snowy river.",horse,river,snowy,Single
9777,Two horses in a river during a snowstorm.,horse,river,snowy,Two
9778,Three horses in a snowy river.,horse,river,snowy,Three
9779,"

A horse, submerged in a snowy river.",horse,river,snowy,Multiple
9780,"

A single horse standing in a foggy river.",horse,river,foggy,Single
9781,"Two horses in a river, foggy weather.",horse,river,foggy,Two
9782,Three horses in a foggy river.,horse,river,foggy,Three
9783,"

A horse standing in a foggy river.",horse,river,foggy,Multiple
9784,"

A single horse standing in a river during a windy day.",horse,river,windy,Single
9785,Two horses in a river during windy weather.,horse,river,windy,Two
9786,Three horses in a river during windy weather.,horse,river,windy,Three
9787,"

A horse standing in a river during a windy day.",horse,river,windy,Multiple
9788,"

A single horse standing in a clear river.",horse,river,clear,Single
9789,Two horses in a clear river.,horse,river,clear,Two
9790,Three horses in a clear river.,horse,river,clear,Three
9791,"

A horse standing in a clear river, submerged up to its chest.",horse,river,clear,Multiple
9792,"

A single horse standing in a lake under a sunny sky.",horse,lake,sunny,Single
9793,Two horses in a lake under sunny weather.,horse,lake,sunny,Two
9794,Three horses in a tranquil lake under a sunny sky.,horse,lake,sunny,Three
9795,"

A sunny day at the lake. A horse stands waist-deep in the water, its coat glistening in the sunlight. Another horse swims nearby, its hooves kicking up small waves. A third horse drinks from the lake",horse,lake,sunny,Multiple
9796,"

A single horse standing in a cloudy lake.",horse,lake,cloudy,Single
9797,Two horses in a lake under cloudy weather.,horse,lake,cloudy,Two
9798,Three horses in a cloudy lake.,horse,lake,cloudy,Three
9799,"

A horse submerged in a cloudy lake.",horse,lake,cloudy,Multiple
9800,"

A single horse standing in the rainy lake.",horse,lake,rainy,Single
9801,Two horses in a lake during rainy weather.,horse,lake,rainy,Two
9802,Three horses in a lake during rainfall.,horse,lake,rainy,Three
9803,"

A horse standing in the rainy lake, muddy hooves submerged.",horse,lake,rainy,Multiple
9804,"

A single horse standing in the middle of a stormy lake.",horse,lake,stormy,Single
9805,Two horses in a lake during a storm.,horse,lake,stormy,Two
9806,Three horses in a lake during a storm.,horse,lake,stormy,Three
